price,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,accomodation_type,author,room_count,floor_ratio,room_ratio,living_ratio,kitchen_ratio
16610280,55.67031574471139,37.61486137301598,Нагорная,11,22,38.8,13.7,10.37,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,TEKTA GROUP,1,0.5,38.8,0.35309278350515466,0.2672680412371134
9990000,55.866233,37.684883,Бабушкинская,6,14,35.1,19.4,10.0,1971,Косметический,2.64,Во двор,Блочный,Центральное,Нет,Вторичка,unknown,1,0.42857142857142855,35.1,0.5527065527065527,0.2849002849002849
6931496,55.8659253816259,37.3299571984547,Пятницкое шоссе,6,15,31.64,10.0,12.3,2027,Без отделки,2.8,Во двор,Монолитный,unknown,unknown,Новостройка,Level Group,1,0.4,31.64,0.31605562579013907,0.3887484197218711
20813850,55.748892889777125,37.4570413342142,Терехово,15,22,37.5,14.1,12.9,2025,Без отделки,3.1,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,ДОНСТРОЙ,1,0.6818181818181818,37.5,0.376,0.34400000000000003
9600000,55.84356,37.572297,Окружная,7,9,35.0,16.5,9.0,1972,Без ремонта,2.5,unknown,Панельный,Центральное,Нет,Вторичка,unknown,1,0.7777777777777778,35.0,0.4714285714285714,0.2571428571428571
22588300,55.8133713914723,37.4246699067451,Спартак,4,19,42.7,11.9,9.5,2025,Без отделки,6.0,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.21052631578947367,42.7,0.2786885245901639,0.2224824355971897
13500000,55.600923,37.412316,Филатов луг,2,15,41.6,15.1,15.8,2021,Евроремонт,2.6,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,1,0.13333333333333333,41.6,0.3629807692307692,0.3798076923076923
21060000,55.7733694600172,37.467544456344,Народное Ополчение,2,6,39.0,12.5,13.5,2023,Без отделки,3.24,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,Концерн КРОСТ,1,0.3333333333333333,39.0,0.32051282051282054,0.34615384615384615
10000000,55.733553,37.852904,Новокосино,6,14,39.0,18.38,10.0,1998,Евроремонт,2.64,unknown,Монолитный,Центральное,Нет,Вторичка,unknown,1,0.42857142857142855,39.0,0.47128205128205125,0.2564102564102564
20631150,55.7067918116658,37.618718898147,Тульская,12,41,38.1,14.4,8.6,2027,Без отделки,3.48,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,1,0.2926829268292683,38.1,0.3779527559055118,0.22572178477690286
9999000,55.610789,37.600549,Пражская,3,9,32.5,20.0,6.0,1970,Евроремонт,2.64,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.3333333333333333,32.5,0.6153846153846154,0.18461538461538463
14500000,55.727192,37.735746,Нижегородская,12,30,36.7,17.0,12.0,2023,Евроремонт,2.8,На улицу,unknown,unknown,Нет,Вторичка,unknown,1,0.4,36.7,0.4632152588555858,0.32697547683923706
17768630,55.6824358228751,37.4660870859206,Мичуринский проспект,2,24,43.5,20.51,18.5,2025,Без отделки,3.0,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.08333333333333333,43.5,0.4714942528735633,0.42528735632183906
24502499,55.701212,37.492662,Раменки,6,15,40.5,16.5,10.8,2022,Без отделки,3.12,unknown,Монолитный,unknown,unknown,Новостройка,Класс,1,0.4,40.5,0.4074074074074074,0.26666666666666666
4500000,56.004333,37.793031,Медведково,6,9,34.7,17.6,9.3,1986,Без ремонта,2.7,На улицу,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.6666666666666666,34.7,0.5072046109510087,0.2680115273775216
18117900,55.7829354711414,37.4636456980767,Народное Ополчение,21,28,36.9,12.4,13.2,2026,Без отделки,3.0,Во двор,Монолитный,unknown,unknown,Новостройка,Концерн КРОСТ,1,0.75,36.9,0.33604336043360433,0.35772357723577236
14215040,55.7086393901126,37.4377574232784,Давыдково,2,59,30.4,9.7,8.13,2028,Предчистовая,2.85,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,1,0.03389830508474576,30.4,0.319078947368421,0.26743421052631583
5200000,55.957832,37.857953,Медведково,6,9,38.5,18.3,7.0,1989,Косметический,2.5,На улицу,Панельный,Центральное,Нет,Вторичка,unknown,1,0.6666666666666666,38.5,0.4753246753246753,0.18181818181818182
4500000,56.129945,37.502597,Хлебниково,6,17,37.6,18.0,12.0,2014,Евроремонт,3.1,Во двор,Монолитный,Центральное,Нет,Вторичка,unknown,1,0.35294117647058826,37.6,0.4787234042553191,0.3191489361702127
23800000,55.764496,37.51149,Шелепиха,31,37,43.0,22.0,12.0,2023,Без ремонта,3.1,На улицу и двор,unknown,unknown,Нет,Вторичка,unknown,1,0.8378378378378378,43.0,0.5116279069767442,0.27906976744186046
8999999,55.609975,37.54109,Ясенево,8,9,33.0,18.0,6.0,1977,Косметический,2.64,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.8888888888888888,33.0,0.5454545454545454,0.18181818181818182
9200000,55.705458,37.380462,Немчиновка,32,33,38.0,14.0,17.0,2022,Дизайнерский,2.8,Во двор,Монолитный,Центральное,Нет,Вторичка,unknown,1,0.9696969696969697,38.0,0.3684210526315789,0.4473684210526316
11690000,55.607534,37.612623,Пражская,3,9,36.8,21.5,9.3,1972,Евроремонт,2.64,unknown,Панельный,Центральное,Нет,Вторичка,unknown,1,0.3333333333333333,36.8,0.5842391304347827,0.25271739130434784
27000000,55.764496,37.51149,Шелепиха,6,42,42.0,15.0,12.0,2023,Евроремонт,3.2,На улицу,unknown,unknown,Нет,Вторичка,unknown,1,0.14285714285714285,42.0,0.35714285714285715,0.2857142857142857
18940557,55.79724014767848,37.711369139011246,Преображенская площадь,2,16,42.44,12.7,16.2,2027,Без отделки,3.15,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,Regions Development,1,0.125,42.44,0.2992459943449576,0.3817153628652215
11333073,55.7195076406786,37.7730046188418,Окская,2,14,31.0,8.2,15.4,2027,Без отделки,2.75,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,Главстрой,1,0.14285714285714285,31.0,0.264516129032258,0.4967741935483871
19990000,55.658703,37.531092,Воронцовская,11,34,46.4,17.7,16.7,2023,Без ремонта,3.0,unknown,unknown,unknown,Нет,Вторичка,unknown,1,0.3235294117647059,46.4,0.3814655172413793,0.3599137931034483
8850000,55.667361,37.752993,Братиславская,9,9,36.9,17.39,9.87,1980,unknown,2.5,unknown,unknown,unknown,Нет,Вторичка,unknown,1,1.0,36.9,0.4712737127371274,0.26747967479674795
20321310,55.8005740813269,37.5643332394254,Гражданская,2,24,43.9,24.4,7.9,2025,Без отделки,3.6,unknown,Монолитный,unknown,unknown,Новостройка,РГ-Девелопмент,1,0.08333333333333333,43.9,0.5558086560364465,0.17995444191343965
7000000,55.574666,38.255241,Ипподром,3,15,41.0,18.2,13.7,2014,Косметический,3.1,На улицу,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.2,41.0,0.44390243902439025,0.3341463414634146
11990000,55.775763,37.726017,Семеновская,2,12,41.0,21.0,10.0,1960,Косметический,2.65,Во двор,Блочный,Центральное,Нет,Вторичка,unknown,1,0.16666666666666666,41.0,0.5121951219512195,0.24390243902439024
9100000,55.903337,37.636931,Медведково,8,17,28.0,15.0,6.3,2023,Косметический,3.3,Во двор,unknown,unknown,Нет,Вторичка,unknown,1,0.47058823529411764,28.0,0.5357142857142857,0.225
21647012,55.7741898598792,37.5077421542052,Хорошево,5,56,36.38,17.15,9.73,2027,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,Новостройка,MR Group,1,0.08928571428571429,36.38,0.47141286421110495,0.2674546454095657
14900000,55.823282,37.595869,Улица Милашенкова,13,25,39.2,20.0,10.6,2004,Косметический,2.64,unknown,unknown,Центральное,Нет,Вторичка,unknown,1,0.52,39.2,0.5102040816326531,0.2704081632653061
